name,position,prediction_season,predicted_goals_per_match,actual_goals_per_match
Daniel Fontaine,Left Back,2015/2016,1.87981046134367,2.375
Daniel Fontaine,Left Back,2016/2017,2.243344050342639,3.357142857142857
Daniel Fontaine,Left Back,2017/2018,2.9324979388466828,1.7857142857142858
Aissatou Kouyate,Right Back,2016/2017,1.7416210711377633,1.9444444444444444
Aissatou Kouyate,Right Back,2017/2018,1.935989590364843,2.7857142857142856
Gina Lorentsen,Left Wing,2014/2015,2.3208218800656235,3.1904761904761907
Julie Dazet,Middle Back,2014/2015,1.8477514720162307,1.3333333333333333
Julie Dazet,Middle Back,2015/2016,1.8477514720162307,2.7
Julie Dazet,Middle Back,2016/2017,2.672890426351007,2.576923076923077
Julie Dazet,Middle Back,2017/2018,2.627227304938279,1.5357142857142858
Hampus Wanne,Left Wing,2015/2016,1.1232894410105636,1.5555555555555556
Hampus Wanne,Left Wing,2016/2017,1.7416210711377633,2.3076923076923075
Hampus Wanne,Left Wing,2017/2018,2.0887585259386388,4.454545454545454
Aminata Sow,Line Player,2014/2015,0.8484285212672853,1.3333333333333333
Thomas Rathgeb,Right Back,2014/2015,1.749033832810855,0.52
Rebeka Ertl,Right Wing,2014/2015,1.3978810270069364,0.8333333333333334
Rebeka Ertl,Right Wing,2015/2016,1.2492338373488787,0.32142857142857145
Rebeka Ertl,Right Wing,2016/2017,1.0151741367863674,1.5714285714285714
Rebeka Ertl,Right Wing,2017/2018,1.7416210711377633,2.12
Lukas von Deschwanden,Left Back,2014/2015,4.569519309142458,6.444444444444445
Lukas von Deschwanden,Left Back,2015/2016,4.900621931251921,5.972972972972973
Lukas von Deschwanden,Left Back,2016/2017,4.6671971343358845,5.434782608695652
Lukas von Deschwanden,Left Back,2017/2018,4.569519309142458,7.032258064516129
Markus Fuchs,Left Back,2014/2015,2.728181402130875,2.736842105263158
Markus Fuchs,Left Back,2015/2016,2.672890426351007,0.9629629629629629
Markus Fuchs,Left Back,2016/2017,1.4841799324321467,0.7631578947368421
Markus Fuchs,Left Back,2017/2018,1.2858878884269036,1.4074074074074074
Andrea Fülöp,Line Player,2014/2015,1.935989590364843,2.1739130434782608
Marion Maubon,Left Wing,2014/2015,1.935989590364843,2.2916666666666665
Marion Maubon,Left Wing,2015/2016,2.120817515266078,2.3
Marion Maubon,Left Wing,2016/2017,2.1593840625431864,3.0416666666666665
Marion Maubon,Left Wing,2017/2018,2.672890426351007,2.6538461538461537
Florian Freitag,Middle Back,2014/2015,0.8566392629456976,1.411764705882353
Florian Freitag,Middle Back,2015/2016,1.71069451792632,0.8666666666666667
Florian Freitag,Middle Back,2016/2017,1.6313617719995892,1.71875
Jan Faith,Right Wing,2014/2015,3.6440559337765124,4.0588235294117645
Jan Faith,Right Wing,2015/2016,3.857566042825004,4.052631578947368
Jan Faith,Right Wing,2016/2017,3.857566042825004,2.6944444444444446
Jan Faith,Right Wing,2017/2018,2.716649718622526,2.526315789473684
Nico Büdel,Left Back,2014/2015,3.9323882399375636,2.793103448275862
Nico Büdel,Left Back,2015/2016,3.282615517481964,3.9743589743589745
Nico Büdel,Left Back,2016/2017,3.4790570559784064,4.424242424242424
Nico Büdel,Left Back,2017/2018,3.898857772675302,2.264705882352941
Bianka Barján,Right Back,2014/2015,1.9994024653621891,3.1739130434782608
Bianka Barján,Right Back,2015/2016,2.796428733307075,1.3703703703703705
Bianka Barján,Right Back,2016/2017,1.9132895121090332,1.1153846153846154
Bianka Barján,Right Back,2017/2018,1.749033832810855,2.24
Benedikt Schwandner,Right Wing,2014/2015,1.591320027910101,0.5217391304347826
Ralf Bader,Right Back,2014/2015,1.968048579692282,1.5517241379310345
Pablo Paredes Lapeña,Left Back,2016/2017,3.2954770389964025,4.833333333333333
Pablo Paredes Lapeña,Left Back,2017/2018,4.016308124663247,0.5357142857142857
Bastian Krämer,Line Player,2014/2015,1.4332997288190985,0.4
Andreas Schröder,Left Back,2014/2015,2.624765848717736,3.111111111111111
Andreas Schröder,Left Back,2015/2016,2.672890426351007,2.4242424242424243
Andreas Schröder,Left Back,2016/2017,2.2953444419466553,2.3529411764705883
Andreas Schröder,Left Back,2017/2018,2.250206290854856,2.206896551724138
Felix Klingler,Right Wing,2014/2015,0.8996819787146331,0.0
Felix Klingler,Right Wing,2015/2016,0.8694449180596218,2.825
Felix Klingler,Right Wing,2016/2017,2.728181402130875,3.0
Felix Klingler,Right Wing,2017/2018,2.716649718622526,2.0789473684210527
Ferdinand Michalik,Middle Back,2014/2015,1.8884822003672324,3.289473684210526
Ferdinand Michalik,Middle Back,2015/2016,2.8782225769944203,3.1578947368421053
Ferdinand Michalik,Middle Back,2016/2017,2.840188025578594,2.823529411764706
Christoph Nienhaus,Left Back,2014/2015,1.8477514720162307,0.42857142857142855
Christoph Nienhaus,Left Back,2015/2016,1.2226810323132473,0.29411764705882354
Philipp Seitle,Middle Back,2014/2015,1.662970344982703,1.054054054054054
Philipp Seitle,Middle Back,2015/2016,1.4817421081840172,1.0
Harald Reinkind,Right Back,2014/2015,3.9838957350811173,1.7777777777777777
Harald Reinkind,Right Back,2015/2016,2.50670958557024,2.310344827586207
Harald Reinkind,Right Back,2016/2017,2.0887585259386388,1.393939393939394
Harald Reinkind,Right Back,2017/2018,1.87981046134367,1.8181818181818181
Josip Vidovic,Middle Back,2016/2017,2.796428733307075,4.064516129032258
Josip Vidovic,Middle Back,2017/2018,3.707982344073762,4.148148148148148
Nico Theilinger,Right Back,2014/2015,2.00661512696939,3.6666666666666665
Nico Theilinger,Right Back,2015/2016,3.13954791464019,3.8
Nico Theilinger,Right Back,2016/2017,3.156889936893651,3.21875
Nico Theilinger,Right Back,2017/2018,2.840188025578594,2.235294117647059
Oliver Hess,Right Back,2014/2015,2.716649718622526,1.9444444444444444
Oliver Hess,Right Back,2015/2016,2.0400941777347534,1.375
Oliver Hess,Right Back,2016/2017,1.8477514720162307,0.7931034482758621
Oliver Hess,Right Back,2017/2018,1.2739344897605949,0.2
Daniel Reusch,Line Player,2014/2015,1.8564232110397931,2.473684210526316
Daniel Reusch,Line Player,2015/2016,2.2929908451214667,2.108108108108108
Daniel Reusch,Line Player,2016/2017,2.1593840625431864,2.0303030303030303
Daniel Pankofer,Middle Back,2014/2015,2.3205859130884017,4.826086956521739
Daniel Pankofer,Middle Back,2015/2016,3.9350616216096648,4.605263157894737
Alexander Trost,Right Wing,2014/2015,1.7443012538450868,2.1739130434782608
Marcel Schiller,Left Wing,2014/2015,3.693132877419407,6.083333333333333
Marcel Schiller,Left Wing,2015/2016,4.363516096029829,5.3125
Marcel Schiller,Left Wing,2016/2017,4.64822684258083,4.764705882352941
Marcel Schiller,Left Wing,2017/2018,4.310326203541853,5.848484848484849
Stefanie Javet,Left Back,2014/2015,1.8477514720162307,2.206896551724138
Stefanie Javet,Left Back,2015/2016,2.0433756044137086,2.0
Stefanie Javet,Left Back,2016/2017,2.00661512696939,2.5555555555555554
Nils Kretschmer,Left Back,2014/2015,1.71069451792632,1.411764705882353
Maximilian Bettin,Left Back,2016/2017,2.3384678741093774,1.3
Maximilian Bettin,Left Back,2017/2018,1.87981046134367,1.894736842105263
Jim Gottfridsson,Middle Back,2015/2016,1.8884822003672324,1.619047619047619
Jim Gottfridsson,Middle Back,2016/2017,1.8564232110397931,1.5925925925925926
Jim Gottfridsson,Middle Back,2017/2018,1.8564232110397931,1.5909090909090908
Miguel Sanchez-Migallon Naranjo,Middle Back,2014/2015,1.792840567272003,1.2333333333333334
Miguel Sanchez-Migallon Naranjo,Middle Back,2015/2016,1.7329493321142007,1.5555555555555556
Miguel Sanchez-Migallon Naranjo,Middle Back,2016/2017,1.8564232110397931,2.1785714285714284
Miguel Sanchez-Migallon Naranjo,Middle Back,2017/2018,2.0887585259386388,1.3103448275862069
Marius Steinhauser,Right Wing,2016/2017,1.015340634983322,1.1111111111111112
Marius Steinhauser,Right Wing,2017/2018,1.552551007983597,0.9117647058823529
Pascale Wyder,Left Wing,2014/2015,4.019187971661137,6.315789473684211
Pascale Wyder,Left Wing,2015/2016,4.306828945935585,1.5294117647058822
Pascale Wyder,Left Wing,2016/2017,2.403668765398389,5.148148148148148
Pascale Wyder,Left Wing,2017/2018,4.0240115040988185,3.2142857142857144
Mario Lopez Alvarez,Right Wing,2014/2015,1.9886993511895632,1.75
Mario Lopez Alvarez,Right Wing,2015/2016,1.866165522631952,2.3333333333333335
Mario Lopez Alvarez,Right Wing,2016/2017,1.9798926834845467,3.6666666666666665
Mario Lopez Alvarez,Right Wing,2017/2018,3.263790782065506,3.2222222222222223
Sonja Bašić,Right Back,2016/2017,3.263790782065506,3.769230769230769
Sonja Bašić,Right Back,2017/2018,3.263790782065506,1.25
Cedrie Tynowski,Right Wing,2015/2016,1.71069451792632,1.6666666666666667
Cedrie Tynowski,Right Wing,2016/2017,1.8564232110397931,1.2903225806451613
Cedrie Tynowski,Right Wing,2017/2018,1.8477514720162307,2.2
Nicolas Lopez Rey,Left Wing,2016/2017,1.8952978779922787,0.7333333333333333
Alen Bajgoric,Left Wing,2015/2016,3.874318841379501,1.5
Alen Bajgoric,Left Wing,2016/2017,2.4594712992695693,3.4642857142857144
Alen Bajgoric,Left Wing,2017/2018,3.181577402210718,3.2857142857142856
Martina Traber,Left Wing,2014/2015,1.2116350966813134,3.0344827586206895
Martina Traber,Left Wing,2015/2016,2.728181402130875,2.16
Martina Traber,Left Wing,2016/2017,2.1928631133085497,2.7666666666666666
Martina Traber,Left Wing,2017/2018,2.672890426351007,3.6923076923076925
Bjarki Mar Elisson,Left Wing,2015/2016,5.104904709023246,2.78125
Bjarki Mar Elisson,Left Wing,2016/2017,3.3340748516999987,3.606060606060606
Bjarki Mar Elisson,Left Wing,2017/2018,3.1994716391678097,2.066666666666667
Oriol Rey Morales,Left Back,2016/2017,0.7996020247042904,0.0
Nikola Bilyk,Back,2014/2015,2.728181402130875,5.433333333333334
Nikola Bilyk,Back,2015/2016,4.061431247351162,7.241379310344827
Nikola Bilyk,Back,2016/2017,5.188194825673133,3.696969696969697
Nikola Bilyk,Back,2017/2018,3.246957236542953,2.806451612903226
Fannar Thor Fridgeirsson,Middle Back,2014/2015,2.3112840605001135,2.861111111111111
Fannar Thor Fridgeirsson,Middle Back,2015/2016,2.716649718622526,3.1785714285714284
Fannar Thor Fridgeirsson,Middle Back,2016/2017,2.840188025578594,2.4545454545454546
Fannar Thor Fridgeirsson,Middle Back,2017/2018,2.3112840605001135,2.1621621621621623
Stephanie Mathys,Right Back,2014/2015,1.749033832810855,0.7272727272727273
Daniel Dicker,Back,2015/2016,1.284123213049418,0.9666666666666667
Daniel Dicker,Back,2016/2017,1.4783148190048614,1.4242424242424243
Daniel Dicker,Back,2017/2018,1.7329493321142007,2.090909090909091
Lasse Seidel,Left Wing,2014/2015,4.0240115040988185,5.5
Lasse Seidel,Left Wing,2015/2016,4.569519309142458,4.758620689655173
Lasse Seidel,Left Wing,2016/2017,4.310326203541853,4.378378378378378
Lasse Seidel,Left Wing,2017/2018,3.9511610576893625,3.78125
Bjarki Mar Gunnarsson,Line Player,2015/2016,0.9195321938326435,0.9705882352941176
Bjarki Mar Gunnarsson,Line Player,2016/2017,1.3706639545552393,0.7027027027027027
Philipp Leist,Right Wing,2014/2015,1.71069451792632,1.5263157894736843
Philipp Leist,Right Wing,2015/2016,1.8477514720162307,0.45
Philipp Leist,Right Wing,2016/2017,1.7443012538450868,0.7027027027027027
Philipp Leist,Right Wing,2017/2018,1.1193080537164712,0.47058823529411764
Alexander Heib,Left Wing,2014/2015,1.7416210711377633,2.066666666666667
Alexander Heib,Left Wing,2015/2016,1.9787614819882602,0.4444444444444444
Alexander Heib,Left Wing,2016/2017,1.7443012538450868,0.0
Sebastian Frimmel,Right Wing,2015/2016,4.0240115040988185,5.857142857142857
Sebastian Frimmel,Right Wing,2016/2017,4.2742056639488855,5.75
Sebastian Frimmel,Right Wing,2017/2018,4.474542192209639,5.096774193548387
Michelle Urbicht,Left Wing,2016/2017,1.8564232110397931,2.9285714285714284
Michelle Urbicht,Left Wing,2017/2018,2.672890426351007,1.7142857142857142
Philipp Kessler,Left Wing,2014/2015,1.4663614203385529,0.972972972972973
Philipp Kessler,Left Wing,2015/2016,1.5164560267901461,0.45
Philipp Kessler,Left Wing,2016/2017,1.1806330796581648,0.35
Matthias Fuhrer,Right Wing,2014/2015,1.7804957380902486,3.0714285714285716
Matthias Fuhrer,Right Wing,2015/2016,2.672890426351007,1.7407407407407407
Matthias Fuhrer,Right Wing,2016/2017,1.960527798409704,1.15625
Matthias Fuhrer,Right Wing,2017/2018,1.749033832810855,2.4
Kim Wahle,Middle Back,2014/2015,1.792840567272003,1.0769230769230769
Kim Wahle,Middle Back,2015/2016,1.6332389870214126,5.423076923076923
Kim Wahle,Middle Back,2016/2017,4.0240115040988185,3.6923076923076925
Philipp Pöter,Middle Back,2014/2015,2.728181402130875,3.5405405405405403
Philipp Pöter,Middle Back,2015/2016,3.1994716391678097,3.727272727272727
Philipp Pöter,Middle Back,2016/2017,3.1400507183886015,1.2857142857142858
Philipp Pöter,Middle Back,2017/2018,2.187955489369471,1.064516129032258
Julia Behnke,Left Back,2015/2016,3.6286407547296484,5.043478260869565
Julia Behnke,Left Back,2016/2017,4.007218772058938,2.1363636363636362
Julia Behnke,Left Back,2017/2018,2.479256184068112,3.269230769230769
Stefan Rafn Sigurmannsson,Left Back,2014/2015,2.187955489369471,1.0277777777777777
Stefan Rafn Sigurmannsson,Left Back,2015/2016,1.4282202125532677,0.8695652173913043
Timo Gesslbauer,Right Wing,2014/2015,1.2767066915270318,3.1
Timo Gesslbauer,Right Wing,2015/2016,2.672890426351007,2.260869565217391
Marcus Bouali,Right Back,2014/2015,1.8781458668237623,2.2
Kaya Diehl,Right Wing,2015/2016,1.696156867942646,0.8636363636363636
Dominik Jurilj,Left Back,2014/2015,0.6621276896332322,0.0
Dominik Jurilj,Left Back,2015/2016,0.6621276896332322,0.8333333333333334
Dominik Jurilj,Left Back,2016/2017,1.1797162260473353,2.2666666666666666
Dominik Jurilj,Left Back,2017/2018,2.0366819686312665,2.9166666666666665
Rickard Akerman,Right Back,2017/2018,2.3366472235144378,2.323529411764706
Helena Hertlein,Left Wing,2015/2016,1.8550353555158288,1.9166666666666667
Simon Keller,Right Wing,2014/2015,0.9487517275596794,1.7567567567567568
Simon Keller,Right Wing,2015/2016,1.7416210711377633,1.9230769230769231
Simon Keller,Right Wing,2016/2017,1.8952978779922787,1.9615384615384615
Danijel Grgic,Middle Back,2014/2015,2.8384238022661172,0.0
Armin Hochleitner,Left Back,2014/2015,2.796428733307075,1.0
Armin Hochleitner,Left Back,2015/2016,1.4497836219879023,0.47619047619047616
Armin Hochleitner,Left Back,2016/2017,1.1469643057075174,1.0476190476190477
Armin Hochleitner,Left Back,2017/2018,1.2651842678876948,1.6206896551724137
Merten Krings,Middle Back,2014/2015,3.462462168331166,4.078947368421052
Merten Krings,Middle Back,2015/2016,3.857566042825004,3.125
Merten Krings,Middle Back,2016/2017,2.961521196696944,3.736842105263158
Merten Krings,Middle Back,2017/2018,3.263790782065506,5.447368421052632
Dirk Holzner,Left Wing,2014/2015,4.351215304955082,6.5
Dirk Holzner,Left Wing,2015/2016,4.543619228001752,3.2
Dirk Holzner,Left Wing,2016/2017,3.3923530067717946,1.1
Dirk Holzner,Left Wing,2017/2018,1.9339116660064584,5.684210526315789
Tobias Schröter,Right Wing,2014/2015,0.7996020247042904,0.6666666666666666
Tobias Schröter,Right Wing,2015/2016,0.9487517275596794,1.0769230769230769
Tobias Schröter,Right Wing,2016/2017,1.626043689246147,1.1470588235294117
Tobias Schröter,Right Wing,2017/2018,1.6342316929088252,1.8
Clemens Gangl,Line Player,2015/2016,0.8484285212672853,0.48
Clemens Gangl,Line Player,2016/2017,0.8484285212672853,0.2777777777777778
Clemens Gangl,Line Player,2017/2018,0.8704624449875972,0.8571428571428571
Marine Dupuis,Left Wing,2017/2018,2.281910597619748,3.3214285714285716
Gedeón Guardiola Villaplana,Line Player,2013/2014,2.403668765398389,2.0
Gedeón Guardiola Villaplana,Line Player,2014/2015,1.935989590364843,1.5151515151515151
Gedeón Guardiola Villaplana,Line Player,2015/2016,1.87981046134367,0.6875
Gedeón Guardiola Villaplana,Line Player,2016/2017,1.284123213049418,0.8823529411764706
Gedeón Guardiola Villaplana,Line Player,2017/2018,1.2652175854936827,0.6
Christian Kislinger,Right Wing,2014/2015,1.7416210711377633,2.103448275862069
Christian Kislinger,Right Wing,2015/2016,2.0887585259386388,2.1724137931034484
Christian Kislinger,Right Wing,2016/2017,2.120817515266078,2.5185185185185186
Christian Kislinger,Right Wing,2017/2018,2.4670325574682908,3.0357142857142856
Michael Hegemann,Left Back,2014/2015,1.4199891540784368,5.351351351351352
Michael Hegemann,Left Back,2015/2016,4.1189886210316375,4.473684210526316
Michael Hegemann,Left Back,2016/2017,4.351215304955082,2.973684210526316
Michael Hegemann,Left Back,2017/2018,3.224538487575239,0.13636363636363635
Julie Godel,Right Wing,2014/2015,1.87981046134367,1.25
Julie Godel,Right Wing,2015/2016,1.8477514720162307,0.8947368421052632
Jan Artmann,Left Wing,2014/2015,1.6780384273699727,1.0625
Jan Artmann,Left Wing,2015/2016,1.3994729945047353,1.1304347826086956
Jan Artmann,Left Wing,2016/2017,1.6342316929088252,1.2580645161290323
Jan Artmann,Left Wing,2017/2018,1.7329493321142007,1.4473684210526316
Coralie Lassource,Left Wing,2014/2015,2.672890426351007,2.8181818181818183
Coralie Lassource,Left Wing,2015/2016,2.728181402130875,2.6315789473684212
Coralie Lassource,Left Wing,2016/2017,2.672890426351007,3.8846153846153846
Coralie Lassource,Left Wing,2017/2018,3.3506842043166074,1.7692307692307692
Jonas Faulenbach,Left Back,2014/2015,2.314070086160771,3.0357142857142856
Jonas Faulenbach,Left Back,2015/2016,2.672890426351007,4.25
Jonas Faulenbach,Left Back,2016/2017,3.683986183875698,5.2368421052631575
Sigtryggur Dadi Runarsson,Middle Back,2015/2016,1.71069451792632,3.55
Sigtryggur Dadi Runarsson,Middle Back,2016/2017,3.074131181185771,3.6285714285714286
Sigtryggur Dadi Runarsson,Middle Back,2017/2018,3.1994716391678097,0.8064516129032258
Petra Nagy,Back,2016/2017,2.4670325574682908,2.6956521739130435
Lauritz Mo Rannekleiv,Line Player,2017/2018,1.71069451792632,1.5
Simon Pratschner,Back,2014/2015,0.9487517275596794,0.5
Simon Pratschner,Back,2015/2016,0.9393392244439746,1.793103448275862
Simon Pratschner,Back,2016/2017,1.7416210711377633,0.96875
Philipp Rabenseifer,Middle Back,2015/2016,2.728181402130875,1.0
Philipp Rabenseifer,Middle Back,2016/2017,1.3806314275384102,0.75
Philipp Rabenseifer,Middle Back,2017/2018,1.1937453293202274,1.0
Marko Simek,Right Wing,2014/2015,1.5773698461319763,1.1
Marko Simek,Right Wing,2015/2016,1.6342316929088252,1.3225806451612903
Marko Simek,Right Wing,2016/2017,1.7329493321142007,2.1379310344827585
Marko Simek,Right Wing,2017/2018,2.0433756044137086,2.0
Kristian Rammel,Line Player,2014/2015,1.7416210711377633,1.0833333333333333
Kristian Rammel,Line Player,2015/2016,1.749033832810855,2.0
Kristian Rammel,Line Player,2016/2017,1.8781458668237623,2.8333333333333335
Kristian Rammel,Line Player,2017/2018,2.58530105991561,2.608695652173913
Tobias Wagner,Middle Back,2015/2016,2.0366819686312665,4.086956521739131
Tobias Wagner,Middle Back,2016/2017,3.4676138197738653,0.8
Tobias Wagner,Middle Back,2017/2018,1.7181791717858528,1.4054054054054055
Toni Podpolinski,Right Back,2014/2015,4.198138680727562,4.481481481481482
Emil M. Sundal,Right Back,2014/2015,4.105013140864658,2.0434782608695654
Emil M. Sundal,Right Back,2015/2016,2.4328301498871294,2.107142857142857
Emil M. Sundal,Right Back,2016/2017,2.120817515266078,2.6666666666666665
Emil M. Sundal,Right Back,2017/2018,2.672890426351007,7.791666666666667
Melissa Luschnat,Left Wing,2013/2014,0.6621276896332322,0.9166666666666666
Melissa Luschnat,Left Wing,2014/2015,1.1061503653702398,0.4375
Melissa Luschnat,Left Wing,2015/2016,1.2604615932443084,2.2083333333333335
Matthias Hinrichsen,Middle Back,2014/2015,2.8625609484867307,1.0
Petar Nenadić,Left Back,2016/2017,5.188194825673133,5.870967741935484
Petar Nenadić,Left Back,2017/2018,4.609639760655408,6.333333333333333
Martin Waschul,Left Back,2014/2015,1.4794009991591914,0.8421052631578947
Martin Waschul,Left Back,2015/2016,1.3240290962121883,0.8846153846153846
Martin Waschul,Left Back,2016/2017,1.2398064440760195,0.3783783783783784
Martin Waschul,Left Back,2017/2018,1.039861476335528,0.4
Dennis Tretow,Left Wing,2014/2015,3.3506842043166074,3.3055555555555554
Bianka Takács,Line Player,2014/2015,2.58530105991561,0.8076923076923077
Bianka Takács,Line Player,2015/2016,1.4655820964387265,2.1666666666666665
Bianka Takács,Line Player,2016/2017,2.0366819686312665,0.21428571428571427
Jonas Link,Left Wing,2015/2016,1.8477514720162307,2.6578947368421053
Jonas Link,Left Wing,2016/2017,2.672890426351007,2.0303030303030303
Jonas Link,Left Wing,2017/2018,2.00661512696939,1.1470588235294117
Marcel Schliedermann,Middle Back,2014/2015,2.716649718622526,1.0625
Marcel Schliedermann,Middle Back,2015/2016,1.5403039537160876,1.4333333333333333
Marcel Schliedermann,Middle Back,2016/2017,1.7329493321142007,3.3333333333333335
Marcel Schliedermann,Middle Back,2017/2018,2.818801656215212,1.911764705882353
Robin Haller,Line Player,2014/2015,3.9600353548359672,3.3333333333333335
Robin Haller,Line Player,2015/2016,3.002861840540454,2.8285714285714287
Robin Haller,Line Player,2016/2017,2.6290603521871287,3.6315789473684212
Robin Haller,Line Player,2017/2018,2.9773206311527636,2.1578947368421053
Patrick Rentschler,Line Player,2014/2015,1.71069451792632,0.3125
Patrick Rentschler,Line Player,2015/2016,1.2226810323132473,1.205128205128205
Patrick Rentschler,Line Player,2016/2017,1.6309647750337128,1.6486486486486487
Patrick Rentschler,Line Player,2017/2018,1.8564232110397931,3.3157894736842106
Timothy Salzer,Middle Back,2012/2013,2.672890426351007,2.0
Timothy Salzer,Middle Back,2013/2014,2.0400941777347534,3.7714285714285714
Timothy Salzer,Middle Back,2014/2015,3.1994716391678097,2.3214285714285716
Timothy Salzer,Middle Back,2015/2016,2.454427488351329,2.696969696969697
Christian Heuberger,Line Player,2014/2015,2.1928631133085497,1.3333333333333333
Adrian Blätter,Left Wing,2015/2016,1.5228759331237334,1.4285714285714286
Adrian Blätter,Left Wing,2016/2017,1.7329493321142007,2.4375
Adrian Blätter,Left Wing,2017/2018,2.1979611288177088,3.5714285714285716
Jakob Gjøen,Right Wing,2014/2015,1.6342316929088252,1.3636363636363635
Peter Schramm,Left Back,2015/2016,2.1593840625431864,3.1153846153846154
Peter Schramm,Left Back,2016/2017,2.796428733307075,3.8666666666666667
Peter Schramm,Left Back,2017/2018,3.247476347231765,2.84
Andreas Blodig,Right Wing,2014/2015,2.3112840605001135,1.2352941176470589
Florian Delecroix,Right Back,2016/2017,1.935989590364843,1.25
Florian Delecroix,Right Back,2017/2018,1.87981046134367,2.6153846153846154
Pascal Durak,Right Wing,2013/2014,1.1797162260473353,4.083333333333333
Pascal Durak,Right Wing,2017/2018,2.0394041089003334,2.0344827586206895
Matthias Poll,Left Back,2014/2015,0.7109541861962272,0.1111111111111111
Matthias Poll,Left Back,2015/2016,0.6190849738642967,0.0
Matthias Poll,Left Back,2016/2017,0.6621276896332322,0.0
Quentin Dupuy,Left Back,2016/2017,1.1496373943076117,2.090909090909091
Quentin Dupuy,Left Back,2017/2018,2.0366819686312665,2.217391304347826
Monika Pelka,Left Wing,2015/2016,2.933513552774288,1.3636363636363635
Marion Arrighino,Line Player,2014/2015,1.1402452961707612,0.125
Maria Nunez,Line Player,2017/2018,1.935989590364843,1.565217391304348
Andre Lohrbach,Left Wing,2014/2015,4.136430225694413,3.1176470588235294
Andre Lohrbach,Left Wing,2015/2016,3.3923530067717946,2.789473684210526
Andre Lohrbach,Left Wing,2016/2017,2.716649718622526,0.8
Paul Trodler,Line Player,2014/2015,1.9270487476443408,1.6842105263157894
Paul Trodler,Line Player,2015/2016,1.8564232110397931,1.7179487179487178
Luca de Boer,Line Player,2014/2015,1.8564232110397931,1.4736842105263157
Luca de Boer,Line Player,2015/2016,1.8477514720162307,1.925
Luca de Boer,Line Player,2016/2017,1.8952978779922787,2.3157894736842106
Luca de Boer,Line Player,2017/2018,2.0887585259386388,1.3055555555555556
Marco Rentschler,Right Wing,2014/2015,2.1432848755935634,2.3703703703703702
Marco Rentschler,Right Wing,2015/2016,2.281910597619748,1.0
Marco Rentschler,Right Wing,2016/2017,1.6580156601573612,2.4347826086956523
Marco Rentschler,Right Wing,2017/2018,2.1432848755935634,2.0833333333333335
Rebecca Wyer,Left Back,2015/2016,1.273233064943612,0.9583333333333334
Rebecca Wyer,Left Back,2016/2017,1.1061503653702398,1.7
Rebecca Wyer,Left Back,2017/2018,1.7416210711377633,0.2
Lucas Krzikalla,Right Wing,2014/2015,2.243344050342639,3.3783783783783785
Lucas Krzikalla,Right Wing,2015/2016,3.056740806271999,3.0
Lucas Krzikalla,Right Wing,2016/2017,2.716649718622526,2.7857142857142856
Lucas Krzikalla,Right Wing,2017/2018,2.672890426351007,1.1176470588235294
Max Emanuel,Right Back,2014/2015,2.1912674930352667,1.8709677419354838
Max Emanuel,Right Back,2015/2016,1.9270487476443408,1.2
Max Emanuel,Right Back,2016/2017,1.792840567272003,0.8421052631578947
Max Emanuel,Right Back,2017/2018,1.2739344897605949,2.289473684210526
Angela Zürni,Back,2015/2016,3.1384503240834674,0.0
Ulrich Streitenberger,Left Wing,2014/2015,1.6721891229047798,1.1818181818181819
Kresimir Kozina,Line Player,2015/2016,2.9773206311527636,2.225806451612903
Babarskas Gerdas,Left Back,2014/2015,3.247476347231765,4.5
Babarskas Gerdas,Left Back,2015/2016,3.9172490087963325,1.35
Babarskas Gerdas,Left Back,2016/2017,2.4594712992695693,4.421052631578948
Babarskas Gerdas,Left Back,2017/2018,3.6665456920991746,5.538461538461538
Anja Scherb,Middle Back,2014/2015,0.8996819787146331,2.64
Anja Scherb,Middle Back,2015/2016,2.728181402130875,1.5
Anja Scherb,Middle Back,2016/2017,1.87981046134367,3.2916666666666665
Thomas Oehlrich,Line Player,2014/2015,1.245982005264133,0.5882352941176471
Thomas Oehlrich,Line Player,2015/2016,1.0342530870060267,0.3333333333333333
Thomas Oehlrich,Line Player,2016/2017,0.9777418943157568,0.8571428571428571
Isabelle Gwerder,Line Player,2015/2016,0.6621276896332322,0.4
Isabelle Gwerder,Line Player,2016/2017,0.7996020247042904,1.1851851851851851
Isabelle Gwerder,Line Player,2017/2018,1.6309647750337128,1.2083333333333333
Lukas Binder,Left Wing,2014/2015,3.3506842043166074,4.787878787878788
Lukas Binder,Left Wing,2015/2016,4.255696054408037,2.6666666666666665
Lukas Binder,Left Wing,2016/2017,3.3340748516999987,2.823529411764706
Lukas Binder,Left Wing,2017/2018,2.672890426351007,1.625
Thees Glabisch,Left Back,2014/2015,1.9886993511895632,1.4230769230769231
Thees Glabisch,Left Back,2015/2016,1.87981046134367,2.6666666666666665
Thees Glabisch,Left Back,2016/2017,2.672890426351007,3.4827586206896552
Thees Glabisch,Left Back,2017/2018,3.1994716391678097,1.9166666666666667
René Boese,Right Wing,2014/2015,2.4328301498871294,1.8421052631578947
Jennifer Murer,Left Wing,2015/2016,3.6440559337765124,4.814814814814815
Jennifer Murer,Left Wing,2016/2017,4.007218772058938,2.8076923076923075
Jennifer Murer,Left Wing,2017/2018,3.272504141744597,3.0
Lorenz Bosch,Left Wing,2015/2016,1.71069451792632,1.7727272727272727
