name,position,prediction_season,predicted_goals_per_match,actual_goals_per_match
Anton Månsson,Line Player,2012/2013,1.7416210711377633,0.78125
Anton Månsson,Line Player,2013/2014,1.245982005264133,1.088235294117647
Anton Månsson,Line Player,2014/2015,1.655783613182092,3.129032258064516
Anton Månsson,Line Player,2015/2016,2.634201449819649,2.515151515151515
Anton Månsson,Line Player,2016/2017,2.3367501373929853,2.375
Anton Månsson,Line Player,2017/2018,2.2382542192267763,1.1470588235294117
Dimitrios Tzimourtos,Right Wing,2012/2013,2.8517197090869435,3.7
Dimitrios Tzimourtos,Right Wing,2013/2014,3.263790782065506,2.4545454545454546
Dimitrios Tzimourtos,Right Wing,2014/2015,2.5126611537729886,0.6923076923076923
Savas Karipidis,Right Wing,2012/2013,4.1607189374752185,4.461538461538462
Christian Zufelde,Left Wing,2012/2013,1.1061503653702398,0.0
Christian Zufelde,Left Wing,2013/2014,1.1707007214727867,0.5384615384615384
Christian Zufelde,Left Wing,2014/2015,0.8996819787146331,2.2058823529411766
Christian Zufelde,Left Wing,2015/2016,1.9886993511895632,0.4166666666666667
Michael Allendorf,Left Wing,2012/2013,2.840188025578594,5.0
Michael Allendorf,Left Wing,2013/2014,4.073865498343723,6.294117647058823
Michael Allendorf,Left Wing,2014/2015,4.624207081215614,5.0
Michael Allendorf,Left Wing,2015/2016,4.530870835450164,2.6
Michael Allendorf,Left Wing,2016/2017,3.3340748516999987,3.125
Michael Allendorf,Left Wing,2017/2018,2.796428733307075,3.411764705882353
Nenad Vuckovic,Middle Back,2012/2013,3.48199658774299,3.7241379310344827
Nenad Vuckovic,Middle Back,2013/2014,3.13954791464019,1.75
Nenad Vuckovic,Middle Back,2014/2015,2.3698726200319515,2.3125
Nenad Vuckovic,Middle Back,2015/2016,2.0887585259386388,1.5185185185185186
Nenad Vuckovic,Middle Back,2016/2017,1.87981046134367,1.2173913043478262
Predrag Dacevic,Left Back,2012/2013,0.6621276896332322,2.375
Predrag Dacevic,Left Back,2013/2014,2.1432848755935634,2.5555555555555554
Mark Bult,Right Back,2012/2013,2.672890426351007,1.7096774193548387
Mark Bult,Right Back,2013/2014,2.0394041089003334,3.5714285714285716
Mark Bult,Right Back,2014/2015,2.9559678976581867,2.9705882352941178
Mark Bult,Right Back,2015/2016,2.716649718622526,1.4210526315789473
Mark Bult,Right Back,2016/2017,1.9921658225996626,0.8636363636363636
Jérôme Fernandez,Left Back,2012/2013,4.23199841381421,7.666666666666667
Jérôme Fernandez,Left Back,2013/2014,5.908860336505706,8.047619047619047
Jérôme Fernandez,Left Back,2014/2015,5.908860336505706,6.833333333333333
Jérôme Fernandez,Left Back,2015/2016,5.908860336505706,3.9565217391304346
Jérôme Fernandez,Left Back,2016/2017,3.112560867281568,2.04
Žarko Šešum,Left Back,2012/2013,2.796428733307075,2.8
Žarko Šešum,Left Back,2013/2014,2.672890426351007,0.75
Žarko Šešum,Left Back,2014/2015,1.705304305377124,3.9722222222222223
Žarko Šešum,Left Back,2015/2016,3.2760399285899147,3.323529411764706
Žarko Šešum,Left Back,2016/2017,2.921981869265939,2.3448275862068964
Žarko Šešum,Left Back,2017/2018,2.206296957635457,2.392857142857143
Joakim Andre Hykkerud,Line Player,2014/2015,2.1996876719496674,2.0555555555555554
Joakim Andre Hykkerud,Line Player,2015/2016,2.0493870185928076,1.878787878787879
Joakim Andre Hykkerud,Line Player,2016/2017,1.927356867319718,1.0625
Joakim Andre Hykkerud,Line Player,2017/2018,1.4663614203385529,4.037037037037037
Jan Richard Lislerud Hansen,Left Wing,2013/2014,2.728181402130875,2.1578947368421053
Espen Lie Hansen,Left Back,2014/2015,2.1593840625431864,2.0
Espen Lie Hansen,Left Back,2015/2016,2.00661512696939,5.52
Gøran Sørheim,Middle Back,2013/2014,4.0240115040988185,5.863636363636363
Henrik Jakobsen,Line Player,2013/2014,3.395842673321998,4.545454545454546
Henrik Jakobsen,Line Player,2014/2015,3.9172490087963325,5.176470588235294
Christian Lillenes Spanne,Right Wing,2015/2016,2.840188025578594,1.9090909090909092
Christian Lillenes Spanne,Right Wing,2016/2017,1.9994024653621891,1.2608695652173914
Christian Lillenes Spanne,Right Wing,2017/2018,1.8477514720162307,2.4615384615384617
Vedran Banic,Right Back,2014/2015,3.974806382476808,4.166666666666667
Vedran Banic,Right Back,2015/2016,3.7543581857401613,3.5
Vedran Banic,Right Back,2016/2017,3.185923756306589,1.8235294117647058
Vedran Banic,Right Back,2017/2018,1.960527798409704,0.0
Lukas Frühstück,Middle Back,2014/2015,1.7416210711377633,2.3823529411764706
Lukas Frühstück,Middle Back,2015/2016,2.243344050342639,2.28125
Lukas Frühstück,Middle Back,2016/2017,2.1593840625431864,2.16
Lukas Frühstück,Middle Back,2017/2018,2.1593840625431864,3.074074074074074
Peter Harrich,Left Wing,2014/2015,1.7329493321142007,2.0
Marian Klopcic,Right Wing,2014/2015,2.1593840625431864,2.533333333333333
Marian Klopcic,Right Wing,2015/2016,2.4670325574682908,2.1153846153846154
Marian Klopcic,Right Wing,2016/2017,2.1593840625431864,3.8181818181818183
Marian Klopcic,Right Wing,2017/2018,3.291263283537399,2.5357142857142856
Lucas Mayer,Right Back,2014/2015,4.515825625532489,5.34375
Lucas Mayer,Right Back,2015/2016,4.474542192209639,3.5555555555555554
Fabian Posch,Line Player,2014/2015,4.050374015144025,3.8
Fabian Posch,Line Player,2015/2016,3.081395377722662,2.68
Fabian Posch,Line Player,2016/2017,2.6290603521871287,5.857142857142857
Fabian Posch,Line Player,2017/2018,3.966454130418343,5.1875
Julian Rauch,Line Player,2014/2015,1.8477514720162307,1.7272727272727273
Julian Rauch,Line Player,2015/2016,1.8564232110397931,1.4193548387096775
Julian Rauch,Line Player,2016/2017,1.8477514720162307,0.5517241379310345
Julian Rauch,Line Player,2017/2018,1.3970626948949154,1.3846153846153846
Gernot Watzl,Right Wing,2014/2015,2.716649718622526,0.6470588235294118
Gernot Watzl,Right Wing,2015/2016,1.4328640204871652,1.6666666666666667
Frederik Wüstner,Left Back,2014/2015,0.8053858054983498,0.45
Frederik Wüstner,Left Back,2015/2016,0.8053858054983498,0.14285714285714285
Frederik Wüstner,Left Back,2016/2017,0.6621276896332322,0.5862068965517241
Frederik Wüstner,Left Back,2017/2018,0.9057090117907439,0.8235294117647058
Dusko Celica,Left Back,2015/2016,1.8477514720162307,1.4137931034482758
Faruk Vrazalic,Right Wing,2014/2015,3.1994716391678097,1.88
Faruk Vrazalic,Right Wing,2015/2016,2.1170060723533357,1.9523809523809523
Luc Abalo,Right Wing,2013/2014,3.974806382476808,2.5789473684210527
Luc Abalo,Right Wing,2014/2015,3.2155174278681407,3.388888888888889
Luc Abalo,Right Wing,2015/2016,3.0562369442286794,3.0869565217391304
Luc Abalo,Right Wing,2016/2017,2.672890426351007,2.739130434782609
Luc Abalo,Right Wing,2017/2018,2.672890426351007,2.823529411764706
Joan Cañellas Reixach,Middle Back,2013/2014,2.8306274396761477,4.333333333333333
Joan Cañellas Reixach,Middle Back,2014/2015,3.7103364730811945,3.6944444444444446
Joan Cañellas Reixach,Middle Back,2015/2016,3.002343739324586,2.2
Alberto Entrerríos Rodríguez,Back,2013/2014,3.294870987703752,4.363636363636363
Alberto Entrerríos Rodríguez,Back,2014/2015,3.7651696860977495,2.75
Alberto Entrerríos Rodríguez,Back,2015/2016,3.101258161475223,3.0526315789473686
Juan Jose Fernandez Sanchez,Left Back,2013/2014,2.818801656215212,1.8571428571428572
Juan Jose Fernandez Sanchez,Left Back,2014/2015,1.960527798409704,0.0
Juan Jose Fernandez Sanchez,Left Back,2015/2016,1.6551439718657885,2.76
Juan Jose Fernandez Sanchez,Left Back,2016/2017,2.728181402130875,1.6666666666666667
Juan Jose Fernandez Sanchez,Left Back,2017/2018,1.960527798409704,1.6
Kiril Lazarov,Right Back,2013/2014,4.157184470725445,4.366666666666666
Kiril Lazarov,Right Back,2014/2015,3.905178460090819,4.37037037037037
Kiril Lazarov,Right Back,2015/2016,3.8245906068769573,5.461538461538462
Kiril Lazarov,Right Back,2016/2017,4.107931388824502,4.448275862068965
Kiril Lazarov,Right Back,2017/2018,4.1244136485434435,4.35
Viran Morros de Argila,Left Back,2013/2014,0.6190849738642967,0.26666666666666666
Viran Morros de Argila,Left Back,2014/2015,0.8484285212672853,0.3103448275862069
Viran Morros de Argila,Left Back,2015/2016,0.8053858054983498,0.25
Viran Morros de Argila,Left Back,2016/2017,0.8053858054983498,0.2
Viran Morros de Argila,Left Back,2017/2018,0.8053858054983498,0.4666666666666667
Alexandru Csepreghi,Left Back,2016/2017,3.014207456658151,3.5384615384615383
Ivano Balić,Middle Back,2014/2015,1.8884822003672324,1.6774193548387097
Jakov Gojun,Left Back,2014/2015,1.312377846750255,0.9047619047619048
Jakov Gojun,Left Back,2015/2016,0.966117184121608,0.6666666666666666
Jakov Gojun,Left Back,2016/2017,1.1244000612178189,0.4411764705882353
Jakov Gojun,Left Back,2017/2018,0.9829996295586791,0.5757575757575758
Marko Kopljar,Right Back,2014/2015,3.1054655690541457,2.7142857142857144
Marko Kopljar,Right Back,2015/2016,2.672890426351007,2.0
Marino Maric,Line Player,2016/2017,2.58530105991561,2.590909090909091
Marino Maric,Line Player,2017/2018,2.6290603521871287,2.1481481481481484
Patrick Schmidt,Middle Back,2014/2015,2.0887585259386388,4.32258064516129
Patrick Schmidt,Middle Back,2015/2016,3.6007595793795786,3.0689655172413794
Patrick Schmidt,Middle Back,2016/2017,2.8384238022661172,5.7894736842105265
Patrick Schmidt,Middle Back,2017/2018,4.107931388824502,4.526315789473684
Xavier Barachet,Right Back,2013/2014,2.290828834375489,1.5
Xavier Barachet,Right Back,2014/2015,1.87981046134367,2.5555555555555554
Xavier Barachet,Right Back,2015/2016,2.4670325574682908,2.1538461538461537
Xavier Barachet,Right Back,2016/2017,2.1593840625431864,0.7333333333333333
Xavier Barachet,Right Back,2017/2018,1.5932205642143047,1.5384615384615385
Edin Basic,Left Back,2013/2014,5.188194825673133,4.4375
Edin Basic,Left Back,2014/2015,4.065286404415945,4.730769230769231
Edin Basic,Left Back,2015/2016,4.007218772058938,3.652173913043478
Edin Basic,Left Back,2016/2017,3.239671785890031,2.1923076923076925
Damir Bicanic,Left Back,2013/2014,2.3366472235144378,4.0
Damir Bicanic,Left Back,2014/2015,3.395842673321998,3.4583333333333335
Damir Bicanic,Left Back,2015/2016,3.14746966872332,2.625
Damir Bicanic,Left Back,2016/2017,2.672890426351007,2.8260869565217392
Gregoire Detrez,Line Player,2013/2014,2.1593840625431864,2.269230769230769
Gregoire Detrez,Line Player,2014/2015,2.1593840625431864,1.64
Gregoire Detrez,Line Player,2015/2016,1.9270487476443408,1.6923076923076923
Gregoire Detrez,Line Player,2016/2017,1.8564232110397931,0.391304347826087
Benjamin Gille,Left Back,2013/2014,0.9829996295586791,0.9090909090909091
Benjamin Gille,Left Back,2014/2015,0.966117184121608,0.36
Benjamin Gille,Left Back,2015/2016,1.0919881707367964,0.08695652173913043
Benjamin Gille,Left Back,2016/2017,0.6190849738642967,0.23076923076923078
Benjamin Gille,Left Back,2017/2018,0.756559308935355,0.05263157894736842
Pierre Paturel,Line Player,2013/2014,0.6190849738642967,0.92
Pierre Paturel,Line Player,2014/2015,1.0631076496013043,0.6
Pierre Paturel,Line Player,2015/2016,1.1432416281841442,0.5384615384615384
Pierre Paturel,Line Player,2016/2017,1.0154115200397014,1.15
Pierre Paturel,Line Player,2017/2018,1.552551007983597,1.48
Cedric Paty,Right Wing,2013/2014,3.9172490087963325,4.529411764705882
Cedric Paty,Right Wing,2014/2015,3.713397995134045,3.1153846153846154
Cedric Paty,Right Wing,2015/2016,3.056153469301766,2.1666666666666665
Raúl Entrerrios Rodriguez,Middle Back,2013/2014,2.0985008375307976,2.4615384615384617
Raúl Entrerrios Rodriguez,Middle Back,2014/2015,2.26330144305841,2.8214285714285716
Raúl Entrerrios Rodriguez,Middle Back,2015/2016,2.672890426351007,3.0
Raúl Entrerrios Rodriguez,Middle Back,2016/2017,2.672890426351007,2.04
Raúl Entrerrios Rodriguez,Middle Back,2017/2018,2.0400941777347534,2.0689655172413794
Juan García Lorenzana,Left Wing,2013/2014,1.7801025794373366,2.75
Juan García Lorenzana,Left Wing,2014/2015,2.728181402130875,5.344827586206897
Juan García Lorenzana,Left Wing,2015/2016,4.0240115040988185,3.896551724137931
Juan García Lorenzana,Left Wing,2016/2017,3.693132877419407,5.233333333333333
Juan García Lorenzana,Left Wing,2017/2018,4.107931388824502,3.7666666666666666
Konstantin Igropulo,Right Back,2013/2014,3.59989896581439,4.9375
Konstantin Igropulo,Right Back,2014/2015,4.1031615637947425,3.870967741935484
Magnus Jernemyr,Line Player,2016/2017,0.6190849738642967,0.03571428571428571
Jesper Brian Nöddesbo,Line Player,2013/2014,2.58530105991561,4.142857142857143
Jesper Brian Nöddesbo,Line Player,2014/2015,3.5665050856676017,3.6538461538461537
Jesper Brian Nöddesbo,Line Player,2015/2016,2.8401164558371597,2.739130434782609
Jesper Brian Nöddesbo,Line Player,2016/2017,2.6290603521871287,2.7142857142857144
Albert Rocas Comas,Right Wing,2016/2017,2.672890426351007,3.8181818181818183
Iker Romero Fernandez,Middle Back,2013/2014,2.00661512696939,2.909090909090909
Iker Romero Fernandez,Middle Back,2014/2015,2.672890426351007,3.0277777777777777
Siarhei Rutenka,Left Back,2013/2014,2.916067477341532,4.615384615384615
Siarhei Rutenka,Left Back,2014/2015,3.750114741414241,4.434782608695652
Siarhei Rutenka,Left Back,2015/2016,3.707612312417274,1.4
Daniel Sarmiento Melián,Middle Back,2013/2014,2.672890426351007,1.9666666666666666
Daniel Sarmiento Melián,Middle Back,2014/2015,2.0400941777347534,2.44
Daniel Sarmiento Melián,Middle Back,2015/2016,2.243344050342639,2.1904761904761907
Daniel Sarmiento Melián,Middle Back,2016/2017,2.1593840625431864,3.6363636363636362
Daniel Sarmiento Melián,Middle Back,2017/2018,3.1400507183886015,4.12
Cedric Sorhaindo,Line Player,2013/2014,2.8519801731707246,2.206896551724138
Cedric Sorhaindo,Line Player,2014/2015,2.2904550552685405,3.0
Cedric Sorhaindo,Line Player,2015/2016,2.58530105991561,1.8
Cedric Sorhaindo,Line Player,2016/2017,1.960527798409704,1.5384615384615385
Cedric Sorhaindo,Line Player,2017/2018,1.8477514720162307,0.5714285714285714
Víctor Tomás González,Right Wing,2013/2014,3.7709553688145205,3.3636363636363638
Víctor Tomás González,Right Wing,2014/2015,3.232262919499033,4.043478260869565
Víctor Tomás González,Right Wing,2015/2016,3.6347480871559568,4.0
Víctor Tomás González,Right Wing,2016/2017,3.6286407547296484,2.3333333333333335
Víctor Tomás González,Right Wing,2017/2018,2.385191110153241,2.8076923076923075
Fabio Baviera,Line Player,2014/2015,1.4137066703241747,1.1851851851851851
Fabio Baviera,Line Player,2015/2016,1.6780384273699727,3.259259259259259
Fabio Baviera,Line Player,2016/2017,2.7159952935069938,1.5
Fabio Baviera,Line Player,2017/2018,1.9132895121090332,1.2
Nikola Cvijetic,Right Wing,2014/2015,2.120817515266078,1.7
Nikola Cvijetic,Right Wing,2015/2016,1.9270487476443408,1.1176470588235294
Nikola Cvijetic,Right Wing,2016/2017,1.749033832810855,2.2666666666666666
Nikola Cvijetic,Right Wing,2017/2018,2.0366819686312665,0.25
David Graubner,Left Back,2014/2015,3.13954791464019,2.0588235294117645
David Graubner,Left Back,2015/2016,2.1500866308931004,0.9705882352941176
David Graubner,Left Back,2016/2017,1.4663614203385529,0.7058823529411765
Rares Lucian Jurca,Right Back,2014/2015,4.050374015144025,3.0
Rares Lucian Jurca,Right Back,2015/2016,3.282615517481964,4.888888888888889
Rares Lucian Jurca,Right Back,2016/2017,3.8657415136527775,5.269230769230769
Peter Kukučka,Middle Back,2014/2015,2.1928631133085497,1.8181818181818181
Mait Patrail,Right Back,2013/2014,4.016308124663247,3.6470588235294117
Mait Patrail,Right Back,2014/2015,3.064053355469201,1.0909090909090908
Mait Patrail,Right Back,2015/2016,2.2321862076022225,2.8181818181818183
Mait Patrail,Right Back,2016/2017,2.728181402130875,2.642857142857143
Mait Patrail,Right Back,2017/2018,2.716649718622526,2.566666666666667
Aleksandar Stojanovic,Right Back,2014/2015,2.120817515266078,2.3666666666666667
Aleksandar Stojanovic,Right Back,2015/2016,2.281910597619748,3.1176470588235294
Piotr Grabarczyk,Line Player,2017/2018,0.6190849738642967,0.041666666666666664
Dragan Gajic,Right Wing,2013/2014,5.344872592048187,7.384615384615385
Dragan Gajic,Right Wing,2014/2015,5.908860336505706,5.923076923076923
Dragan Gajic,Right Wing,2015/2016,4.6671971343358845,5.909090909090909
Miladin Kozlina,Left Back,2016/2017,1.4282202125532677,0.037037037037037035
Miladin Kozlina,Left Back,2017/2018,1.1806330796581648,0.04
Áles Pajovic,Left Back,2013/2014,2.6709865972097977,3.53125
Áles Pajovic,Left Back,2014/2015,2.9559678976581867,0.7407407407407407
Carlos Prieto Martos,Back,2013/2014,1.71069451792632,0.4
Carlos Prieto Martos,Back,2014/2015,1.3173225159162925,0.12195121951219512
Carlos Prieto Martos,Back,2015/2016,0.6679114704272917,0.21212121212121213
Momir Rnic,Left Back,2013/2014,4.465101953924861,5.424242424242424
Momir Rnic,Left Back,2014/2015,4.3701248369920425,3.6944444444444446
Momir Rnic,Left Back,2015/2016,3.4305372535249554,4.0
Momir Rnic,Left Back,2016/2017,3.4790570559784064,2.7058823529411766
Momir Rnic,Left Back,2017/2018,2.716649718622526,0.6111111111111112
Johan Jakobsson,Right Back,2016/2017,1.87981046134367,2.9642857142857144
Jesper Nielsen,Line Player,2015/2016,1.960527798409704,3.066666666666667
Jesper Nielsen,Line Player,2016/2017,2.58530105991561,3.076923076923077
Jesper Nielsen,Line Player,2017/2018,2.6290603521871287,1.391304347826087
Joanthan Stenbäcken,Left Back,2013/2014,1.8781458668237623,1.7647058823529411
Muhamed Toromanović,Line Player,2016/2017,2.2676276821071424,2.76
Barna Putics,Left Back,2012/2013,3.8167614676990254,3.6153846153846154
Barna Putics,Left Back,2013/2014,3.246957236542953,5.121212121212121
Barna Putics,Left Back,2014/2015,4.016308124663247,1.8636363636363635
Barna Putics,Left Back,2015/2016,2.4260783559822765,2.2
Gábor Császár,Middle Back,2015/2016,3.750114741414241,5.470588235294118
Gábor Császár,Middle Back,2016/2017,4.133664131793912,6.323529411764706
Gábor Császár,Middle Back,2017/2018,4.566649707535137,5.533333333333333
Kornél Nagy,Left Back,2013/2014,3.525432897644806,3.272727272727273
Kornél Nagy,Left Back,2014/2015,2.8625609484867307,3.6153846153846154
Kornél Nagy,Left Back,2015/2016,3.13954791464019,3.56
Kornél Nagy,Left Back,2016/2017,3.13954791464019,3.16
Kornél Nagy,Left Back,2017/2018,2.840188025578594,3.36
Marko Vujin,Left Back,2014/2015,5.188194825673133,4.305555555555555
Marko Vujin,Left Back,2015/2016,3.9811855145938635,4.515151515151516
Marko Vujin,Left Back,2016/2017,4.144050665207972,4.205882352941177
Marko Vujin,Left Back,2017/2018,3.696800812059685,3.0294117647058822
William Accambray,Left Back,2013/2014,3.983727288859241,3.5
William Accambray,Left Back,2014/2015,3.2476333724512045,3.35
William Accambray,Left Back,2015/2016,2.873077018067475,1.4444444444444444
William Accambray,Left Back,2016/2017,1.8189272363312814,1.625
Mladen Bojinovic,Middle Back,2013/2014,3.32123349874896,2.933333333333333
Mladen Bojinovic,Middle Back,2014/2015,2.672890426351007,1.6666666666666667
Mladen Bojinovic,Middle Back,2015/2016,1.960527798409704,6.375
Baptiste Bonnefond,Left Back,2013/2014,1.0570806165251936,0.4444444444444444
Baptiste Bonnefond,Left Back,2014/2015,1.0981378091445224,1.1818181818181819
Baptiste Bonnefond,Left Back,2015/2016,1.5034812591385507,3.4
Baptiste Bonnefond,Left Back,2016/2017,2.9319940768033628,1.368421052631579
Baptiste Bonnefond,Left Back,2017/2018,1.9132895121090332,1.375
Adrien Di Panda,Right Back,2013/2014,1.781092822138294,0.7307692307692307
Adrien Di Panda,Right Back,2014/2015,1.2883868129232727,3.1923076923076925
Adrien Di Panda,Right Back,2015/2016,2.796428733307075,3.652173913043478
Adrien Di Panda,Right Back,2016/2017,2.896546976878979,3.1739130434782608
Adrien Di Panda,Right Back,2017/2018,2.796428733307075,3.9615384615384617
Mathieu Grebille,Left Back,2013/2014,2.728181402130875,3.230769230769231
Mathieu Grebille,Left Back,2014/2015,2.796428733307075,4.526315789473684
Mathieu Grebille,Left Back,2015/2016,3.713397995134045,4.0
Mathieu Grebille,Left Back,2016/2017,3.1498655843340804,4.0
Michael Guigou,Left Wing,2013/2014,2.1432848755935634,2.6315789473684212
Michael Guigou,Left Wing,2014/2015,2.672890426351007,2.76
Michael Guigou,Left Wing,2015/2016,2.672890426351007,2.7916666666666665
Michael Guigou,Left Wing,2016/2017,2.672890426351007,2.388888888888889
Michael Guigou,Left Wing,2017/2018,2.281910597619748,3.36
Antoine Gutfreund,Right Back,2013/2014,1.552551007983597,0.5238095238095238
Antoine Gutfreund,Right Back,2014/2015,1.1469643057075174,0.7058823529411765
Wissem Hmam,Left Back,2013/2014,1.3110272643674556,0.038461538461538464
Wissem Hmam,Left Back,2014/2015,1.0022272989652747,0.4230769230769231
Wissem Hmam,Left Back,2015/2016,0.8053858054983498,0.4583333333333333
Wissem Hmam,Left Back,2016/2017,0.8053858054983498,1.0
Wissem Hmam,Left Back,2017/2018,1.3706639545552393,0.48
Samuel Honrubia,Left Wing,2013/2014,3.8705349573751855,4.176470588235294
Samuel Honrubia,Left Wing,2014/2015,3.4819987295142782,2.4545454545454546
Samuel Honrubia,Left Wing,2015/2016,2.5036120573448044,2.2777777777777777
Luka Karabatic,Middle Back,2013/2014,2.627227304938279,3.24
Luka Karabatic,Middle Back,2014/2015,2.8517197090869435,3.76
Luka Karabatic,Middle Back,2015/2016,3.13954791464019,2.0416666666666665
Luka Karabatic,Middle Back,2016/2017,2.3208218800656235,3.1904761904761907
Luka Karabatic,Middle Back,2017/2018,2.796428733307075,2.0
Nikola Karabatic,Middle Back,2013/2014,4.219105283217859,4.392857142857143
Nikola Karabatic,Middle Back,2014/2015,4.039835327670621,3.875
Nikola Karabatic,Middle Back,2015/2016,3.3267139285987937,5.470588235294118
Nikola Karabatic,Middle Back,2016/2017,3.7798762751969535,4.0
Nikola Karabatic,Middle Back,2017/2018,3.525432897644806,3.6363636363636362
Vid Kavticnik,Right Back,2013/2014,3.80336775839665,2.590909090909091
Vid Kavticnik,Right Back,2014/2015,3.284035825252947,3.96
Vid Kavticnik,Right Back,2015/2016,3.307400071759384,3.9444444444444446
Vid Kavticnik,Right Back,2016/2017,3.095229793338498,3.3846153846153846
Vid Kavticnik,Right Back,2017/2018,2.9330007425950946,3.2
Remi Salou,Line Player,2013/2014,2.58530105991561,1.75
Remi Salou,Line Player,2014/2015,1.866165522631952,2.45
Remi Salou,Line Player,2015/2016,2.2196450646654386,2.6
Remi Salou,Line Player,2016/2017,2.58530105991561,2.1333333333333333
Remi Salou,Line Player,2017/2018,2.1593840625431864,1.4
Issam Tej,Line Player,2013/2014,3.0241992765675745,3.1578947368421053
Issam Tej,Line Player,2014/2015,2.634201449819649,3.3076923076923075
Vincent Thouvenot,Left Back,2014/2015,0.6621276896332322,0.07692307692307693
Vincent Thouvenot,Left Back,2015/2016,0.6621276896332322,2.0
Vincent Thouvenot,Left Back,2016/2017,1.8172626418113738,0.25
Cornelius Maas,Left Back,2012/2013,0.8996819787146331,1.4
Cornelius Maas,Left Back,2013/2014,1.71069451792632,2.8
Cornelius Maas,Left Back,2014/2015,2.672890426351007,4.057142857142857
Cornelius Maas,Left Back,2015/2016,3.7272703164329206,3.2432432432432434
Fabian Gutbrod,Left Back,2012/2013,1.8781458668237623,1.9565217391304348
Fabian Gutbrod,Left Back,2013/2014,1.968048579692282,2.2142857142857144
Fabian Gutbrod,Left Back,2014/2015,2.120817515266078,3.9714285714285715
Fabian Gutbrod,Left Back,2015/2016,3.0924599116079117,4.153846153846154
Fabian Gutbrod,Left Back,2016/2017,3.696800812059685,4.0
Fabian Gutbrod,Left Back,2017/2018,3.165410766660155,3.264705882352941
Victor Alonso Garcia,Right Wing,2013/2014,3.1698590587625146,5.222222222222222
Asier Antonio Marcos,Line Player,2013/2014,1.4723741609386263,1.0384615384615385
Asier Antonio Marcos,Line Player,2014/2015,1.4357405940444867,1.3333333333333333
Nenad Bilbija,Left Back,2014/2015,4.180362982684872,2.0
Nenad Bilbija,Left Back,2015/2016,2.3384678741093774,2.5555555555555554
Jose Angel Delgado Avila,Left Back,2013/2014,0.6190849738642967,1.2666666666666666
Eduardo Gurbindo Martinez,Right Back,2013/2014,1.866165522631952,2.1333333333333333
Eduardo Gurbindo Martinez,Right Back,2014/2015,2.0407759084969355,2.2666666666666666
Eduardo Gurbindo Martinez,Right Back,2015/2016,2.1593840625431864,2.5555555555555554
Eduardo Gurbindo Martinez,Right Back,2016/2017,2.4670325574682908,2.6923076923076925
Eduardo Gurbindo Martinez,Right Back,2017/2018,2.672890426351007,4.0
Guillaume Joli,Right Wing,2013/2014,2.5350587179392927,2.875
Guillaume Joli,Right Wing,2014/2015,2.672890426351007,3.657142857142857
Guillaume Joli,Right Wing,2015/2016,3.263790782065506,1.7619047619047619
Guillaume Joli,Right Wing,2016/2017,2.3376786504960974,2.0588235294117645
Guillaume Joli,Right Wing,2017/2018,1.9787614819882602,1.1428571428571428
Victor Megias Andres,Left Back,2013/2014,2.728181402130875,1.7333333333333334
Victor Megias Andres,Left Back,2014/2015,1.960527798409704,1.9642857142857142
Victor Megias Andres,Left Back,2015/2016,1.935989590364843,0.8666666666666667
Victor Megias Andres,Left Back,2016/2017,1.5932205642143047,1.3
Christoffer Rambo,Right Back,2013/2014,2.728181402130875,2.6333333333333333
Christoffer Rambo,Right Back,2014/2015,2.672890426351007,3.121212121212121
Christoffer Rambo,Right Back,2015/2016,2.796428733307075,4.925
Christoffer Rambo,Right Back,2016/2017,4.016308124663247,4.9393939393939394
Christoffer Rambo,Right Back,2017/2018,4.267158093580333,4.4411764705882355
Angel Romero Rodriguez,Line Player,2013/2014,2.3651090234918177,2.466666666666667
Angel Romero Rodriguez,Line Player,2014/2015,2.2196450646654386,1.4827586206896552
Angel Romero Rodriguez,Line Player,2015/2016,1.87981046134367,3.3214285714285716
Sergiy Onufryienko,Right Back,2017/2018,3.621242396963082,2.423076923076923
Henrik Toft Hansen,Line Player,2015/2016,2.58530105991561,1.5757575757575757
Henrik Toft Hansen,Line Player,2016/2017,2.0394041089003334,2.0689655172413794
Henrik Toft Hansen,Line Player,2017/2018,1.9787614819882602,1.8823529411764706
Henrik Mollgaard Jensen,Left Back,2017/2018,1.3304347655783555,0.4230769230769231
Hanna Fogelström,Line Player,2016/2017,1.9457319019570014,1.1428571428571428
Frida Tegstedt,Line Player,2016/2017,2.58530105991561,1.1304347826086956
Denisa Glankovicova,Right Back,2013/2014,3.1384503240834674,2.1578947368421053
Anna Jochin,Middle Back,2013/2014,4.6277578540960205,4.925925925925926
Anna Jochin,Middle Back,2014/2015,4.435893718517346,5.526315789473684
Anna Jochin,Middle Back,2015/2016,4.193617810735024,2.5555555555555554
Anna Jochin,Middle Back,2016/2017,3.003839224393908,1.0476190476190477
Anna Jochin,Middle Back,2017/2018,1.5496261927449109,0.3157894736842105
Anne Loerper,Middle Back,2015/2016,3.857566042825004,8.666666666666666
Anne Loerper,Middle Back,2016/2017,5.104904709023246,5.142857142857143
Laura Steinbach,Left Back,2013/2014,5.344872592048187,3.1538461538461537
Laura Steinbach,Left Back,2014/2015,3.209449125698044,4.111111111111111
Marlene Zapf,Right Back,2013/2014,4.0412846625397165,4.32258064516129
Marlene Zapf,Right Back,2014/2015,3.954781266169552,3.92
